"","Dd","Date"
"1",0.318724016008081,1992-10-30
"2",0.318724016008081,1992-11-02
"3",0.318724016008081,1992-11-03
"4",0.318724016008081,1992-11-04
"5",0.318724016008081,1992-11-05
"6",0.318724016008081,1992-11-06
"7",0.318724016008081,1992-11-09
"8",0.318724016008081,1992-11-10
"9",0.318724016008081,1992-11-11
"10",0.318724016008081,1992-11-12
"11",0.318724016008081,1992-11-13
"12",0.318724016008081,1992-11-16
"13",0.318724016008081,1992-11-17
"14",0.318724016008081,1992-11-18
"15",0.318724016008081,1992-11-19
"16",0.318724016008081,1992-11-20
"17",0.318724016008081,1992-11-23
"18",0.318724016008081,1992-11-24
"19",0.318724016008081,1992-11-25
"20",0.318724016008081,1992-11-26
"21",0.318724016008081,1992-11-27
"22",0.318724016008081,1992-11-30
"23",0.318724016008081,1992-12-01
"24",0.318724016008081,1992-12-02
"25",0.318724016008081,1992-12-03
"26",0.318724016008081,1992-12-04
"27",0.318724016008081,1992-12-07
"28",0.318724016008081,1992-12-08
"29",0.318724016008081,1992-12-09
"30",0.318724016008081,1992-12-10
"31",0.318724016008081,1992-12-11
"32",0.318724016008081,1992-12-14
"33",0.318724016008081,1992-12-15
"34",0.318724016008081,1992-12-16
"35",0.318724016008081,1992-12-17
"36",0.318724016008081,1992-12-18
"37",0.318724016008081,1992-12-21
"38",0.318724016008081,1992-12-22
"39",0.318724016008081,1992-12-23
"40",0.318724016008081,1992-12-24
"41",0.318724016008081,1992-12-25
"42",0.318724016008081,1992-12-28
"43",0.318724016008081,1992-12-29
"44",0.318724016008081,1992-12-30
"45",0.318724016008081,1992-12-31
"46",0.318724016008081,1993-01-01
"47",0.318724016008081,1993-01-04
"48",0.318724016008081,1993-01-05
"49",0.318724016008081,1993-01-06
"50",0.318724016008081,1993-01-07
"51",0.318724016008081,1993-01-08
"52",0.318724016008081,1993-01-11
"53",0.318724016008081,1993-01-12
"54",0.318724016008081,1993-01-13
"55",0.318724016008081,1993-01-14
"56",0.318724016008081,1993-01-15
"57",0.318724016008081,1993-01-18
"58",0.318724016008081,1993-01-19
"59",0.318724016008081,1993-01-20
"60",0.318724016008081,1993-01-21
"61",0.318724016008081,1993-01-22
"62",0.318724016008081,1993-01-25
"63",0.318724016008081,1993-01-26
"64",0.318724016008081,1993-01-27
"65",0.318724016008081,1993-01-28
"66",0.318724016008081,1993-01-29
"67",0.318724016008081,1993-02-01
"68",0.318724016008081,1993-02-02
"69",0.318724016008081,1993-02-03
"70",0.318724016008081,1993-02-04
"71",0.318724016008081,1993-02-05
"72",0.318724016008081,1993-02-08
"73",0.318724016008081,1993-02-09
"74",0.318724016008081,1993-02-10
"75",0.318724016008081,1993-02-11
"76",0.318724016008081,1993-02-12
"77",0.318724016008081,1993-02-15
"78",0.318724016008081,1993-02-16
"79",0.318724016008081,1993-02-17
"80",0.318724016008081,1993-02-18
"81",0.318724016008081,1993-02-19
"82",0.318724016008081,1993-02-22
"83",0.318724016008081,1993-02-23
"84",0.318724016008081,1993-02-24
"85",0.318724016008081,1993-02-25
"86",0.318724016008081,1993-02-26
"87",0.318724016008081,1993-03-01
"88",0.318724016008081,1993-03-02
"89",0.318724016008081,1993-03-03
"90",0.318724016008081,1993-03-04
"91",0.318724016008081,1993-03-05
"92",0.318724016008081,1993-03-08
"93",0.318724016008081,1993-03-09
"94",0.318724016008081,1993-03-10
"95",0.318724016008081,1993-03-11
"96",0.318724016008081,1993-03-12
"97",0.318724016008081,1993-03-15
"98",0.318724016008081,1993-03-16
"99",0.318724016008081,1993-03-17
"100",0.318724016008081,1993-03-18
"101",0.318724016008081,1993-03-19
"102",0.318724016008081,1993-03-22
"103",0.318724016008081,1993-03-23
"104",0.318724016008081,1993-03-24
"105",0.318724016008081,1993-03-25
"106",0.318724016008081,1993-03-26
"107",0.318724016008081,1993-03-29
"108",0.318724016008081,1993-03-30
"109",0.318724016008081,1993-03-31
"110",0.318724016008081,1993-04-01
"111",0.318724016008081,1993-04-02
"112",0.318724016008081,1993-04-05
"113",0.318724016008081,1993-04-06
"114",0.318724016008081,1993-04-07
"115",0.318724016008081,1993-04-08
"116",0.318724016008081,1993-04-09
"117",0.318724016008081,1993-04-12
"118",0.318724016008081,1993-04-13
"119",0.318724016008081,1993-04-14
"120",0.318724016008081,1993-04-15
"121",0.318724016008081,1993-04-16
"122",0.318724016008081,1993-04-19
"123",0.318724016008081,1993-04-20
"124",0.318724016008081,1993-04-21
"125",0.318724016008081,1993-04-22
"126",0.318724016008081,1993-04-23
"127",0.318724016008081,1993-04-26
"128",0.318724016008081,1993-04-27
"129",0.318724016008081,1993-04-28
"130",0.318724016008081,1993-04-29
"131",0.318724016008081,1993-04-30
"132",0.318724016008081,1993-05-03
"133",0.318724016008081,1993-05-04
"134",0.318724016008081,1993-05-05
"135",0.318724016008081,1993-05-06
"136",0.318724016008081,1993-05-07
"137",0.318724016008081,1993-05-10
"138",0.318724016008081,1993-05-11
"139",0.318724016008081,1993-05-12
"140",0.318724016008081,1993-05-13
"141",0.318724016008081,1993-05-14
"142",0.318724016008081,1993-05-17
"143",0.318724016008081,1993-05-18
"144",0.318724016008081,1993-05-19
"145",0.318724016008081,1993-05-20
"146",0.318724016008081,1993-05-21
"147",0.318724016008081,1993-05-24
"148",0.318724016008081,1993-05-25
"149",0.318724016008081,1993-05-26
"150",0.318724016008081,1993-05-27
"151",0.318724016008081,1993-05-28
"152",0.318724016008081,1993-05-31
"153",0.318724016008081,1993-06-01
"154",0.318724016008081,1993-06-02
"155",0.318724016008081,1993-06-03
"156",0.318724016008081,1993-06-04
"157",0.318724016008081,1993-06-07
"158",0.318724016008081,1993-06-08
"159",0.318724016008081,1993-06-09
"160",0.318724016008081,1993-06-10
"161",0.318724016008081,1993-06-11
"162",0.318724016008081,1993-06-14
"163",0.318724016008081,1993-06-15
"164",0.318724016008081,1993-06-16
"165",0.318724016008081,1993-06-17
