"","Dd","Date"
"1",0.0847047434656342,1963-01-08
"2",0.0847047434656341,1963-01-09
"3",0.0847047434656339,1963-01-10
"4",0.0847047434656339,1963-01-11
"5",0.0847047434656339,1963-01-14
"6",0.0847047434656341,1963-01-15
"7",0.0847047434656341,1963-01-16
"8",0.0847047434656341,1963-01-17
"9",0.0847047434656341,1963-01-18
"10",0.0847047434656341,1963-01-21
"11",0.0824842309558468,1963-01-22
"12",0.0824842309558467,1963-01-23
"13",0.0824842309558467,1963-01-24
"14",0.0824842309558466,1963-01-25
"15",0.0824842309558467,1963-01-28
"16",0.0824842309558469,1963-01-29
"17",0.0824842309558467,1963-01-30
"18",0.0824842309558467,1963-01-31
"19",0.0824842309558468,1963-02-01
"20",0.0802529182879378,1963-02-04
"21",0.0780107264748904,1963-02-05
"22",0.0780107264748902,1963-02-06
"23",0.0780107264748903,1963-02-07
"24",0.0780107264748903,1963-02-08
"25",0.0780107264748903,1963-02-11
"26",0.0780107264748903,1963-02-13
"27",0.0780107264748903,1963-02-14
"28",0.0780107264748902,1963-02-15
"29",0.0780107264748903,1963-02-18
"30",0.0780107264748903,1963-02-19
"31",0.0780107264748903,1963-02-20
"32",0.0780107264748903,1963-02-21
"33",0.0780107264748903,1963-02-25
"34",0.0666337611056267,1963-02-26
"35",0.064165844027641,1963-02-27
"36",0.064165844027641,1963-02-28
"37",0.064165844027641,1963-03-01
"38",0.064165844027641,1963-03-04
"39",0.0641658440276408,1963-03-05
"40",0.064165844027641,1963-03-06
"41",0.064165844027641,1963-03-07
"42",0.0641658440276409,1963-03-08
"43",0.064165844027641,1963-03-11
"44",0.064165844027641,1963-03-12
"45",0.0641658440276409,1963-03-13
"46",0.064165844027641,1963-03-14
"47",0.064165844027641,1963-03-15
"48",0.064165844027641,1963-03-18
"49",0.0641658440276409,1963-03-19
"50",0.0641658440276411,1963-03-20
"51",0.0641658440276411,1963-03-21
"52",0.0641658440276409,1963-03-22
"53",0.064165844027641,1963-03-25
"54",0.0641658440276409,1963-03-26
"55",0.0641658440276409,1963-03-27
"56",0.0641658440276409,1963-03-28
"57",0.064165844027641,1963-03-29
"58",0.064165844027641,1963-04-01
"59",0.064165844027641,1963-04-02
"60",0.064165844027641,1963-04-03
"61",0.0641658440276408,1963-04-04
"62",0.0641658440276408,1963-04-05
"63",0.0641658440276411,1963-04-08
"64",0.0641658440276409,1963-04-09
"65",0.0641658440276409,1963-04-10
"66",0.064165844027641,1963-04-11
"67",0.064165844027641,1963-04-15
"68",0.064165844027641,1963-04-16
"69",0.0641658440276408,1963-04-17
"70",0.064165844027641,1963-04-18
"71",0.0641658440276409,1963-04-19
"72",0.0641658440276409,1963-04-22
"73",0.0641658440276408,1963-04-23
"74",0.0641658440276409,1963-04-24
"75",0.0641658440276409,1963-04-25
"76",0.064165844027641,1963-04-26
"77",0.0641658440276408,1963-04-29
"78",0.0641658440276409,1963-04-30
"79",0.0641658440276409,1963-05-01
"80",0.064165844027641,1963-05-02
"81",0.064165844027641,1963-05-03
"82",0.0641658440276409,1963-05-06
"83",0.0641658440276409,1963-05-07
"84",0.0641658440276409,1963-05-08
"85",0.064165844027641,1963-05-09
"86",0.0641658440276409,1963-05-10
"87",0.064165844027641,1963-05-13
"88",0.0641658440276408,1963-05-14
"89",0.064165844027641,1963-05-15
"90",0.0641658440276409,1963-05-16
"91",0.0641658440276409,1963-05-17
"92",0.0641658440276409,1963-05-20
"93",0.0641658440276408,1963-05-21
"94",0.0641658440276409,1963-05-22
"95",0.0641658440276409,1963-05-23
"96",0.064165844027641,1963-05-24
"97",0.0641658440276408,1963-05-27
"98",0.064165844027641,1963-05-28
"99",0.0641658440276409,1963-05-29
"100",0.064165844027641,1963-05-31
"101",0.064165844027641,1963-06-03
"102",0.064165844027641,1963-06-04
"103",0.0641658440276409,1963-06-05
"104",0.0641658440276408,1963-06-06
"105",0.0641658440276409,1963-06-07
"106",0.064165844027641,1963-06-10
"107",0.064165844027641,1963-06-11
"108",0.0641658440276409,1963-06-12
"109",0.064165844027641,1963-06-13
"110",0.0641658440276409,1963-06-14
"111",0.0641658440276408,1963-06-17
"112",0.0641658440276409,1963-06-18
"113",0.0641658440276409,1963-06-19
"114",0.064165844027641,1963-06-20
"115",0.0641658440276409,1963-06-21
"116",0.0641658440276408,1963-06-24
"117",0.064165844027641,1963-06-25
"118",0.0641658440276409,1963-06-26
"119",0.0641658440276409,1963-06-27
"120",0.0641658440276409,1963-06-28
"121",0.0641658440276409,1963-07-01
"122",0.0641658440276409,1963-07-02
"123",0.0641658440276409,1963-07-03
"124",0.0641658440276409,1963-07-05
"125",0.0641658440276409,1963-07-08
"126",0.0641658440276409,1963-07-09
"127",0.0641658440276409,1963-07-10
"128",0.064165844027641,1963-07-11
"129",0.0641658440276409,1963-07-12
"130",0.0618505690252353,1963-07-15
"131",0.0618505690252356,1963-07-16
"132",0.0618505690252354,1963-07-17
"133",0.0618505690252354,1963-07-18
"134",0.0618505690252356,1963-07-19
"135",0.0618505690252354,1963-07-22
"136",0.0618505690252353,1963-07-23
"137",0.0618505690252353,1963-07-24
"138",0.0618505690252354,1963-07-25
"139",0.0618505690252354,1963-07-26
"140",0.0618505690252354,1963-07-29
"141",0.0618505690252354,1963-07-30
"142",0.0618505690252354,1963-07-31
"143",0.0618505690252356,1963-08-01
"144",0.0618505690252354,1963-08-02
"145",0.0618505690252354,1963-08-05
"146",0.05952380952381,1963-08-06
"147",0.0571854798607663,1963-08-07
"148",0.0571854798607664,1963-08-08
"149",0.0571854798607664,1963-08-09
"150",0.0571854798607664,1963-08-12
"151",0.0548354935194421,1963-08-13
"152",0.0548354935194421,1963-08-14
"153",0.0548354935194421,1963-08-15
"154",0.0548354935194421,1963-08-16
"155",0.0548354935194421,1963-08-19
"156",0.0548354935194421,1963-08-20
"157",0.0548354935194419,1963-08-21
"158",0.0548354935194419,1963-08-22
"159",0.0548354935194421,1963-08-23
"160",0.0548354935194421,1963-08-26
"161",0.0548354935194421,1963-08-27
"162",0.0548354935194421,1963-08-28
"163",0.0548354935194421,1963-08-29
"164",0.0548354935194421,1963-08-30
"165",0.0548354935194419,1963-09-03
"166",0.0548354935194419,1963-09-04
"167",0.0548354935194421,1963-09-05
"168",0.0548354935194419,1963-09-06
"169",0.0548354935194419,1963-09-09
"170",0.0548354935194422,1963-09-10
"171",0.0548354935194421,1963-09-11
"172",0.0548354935194421,1963-09-12
"173",0.0524737631184412,1963-09-13
"174",0.0524737631184412,1963-09-16
"175",0.0524737631184412,1963-09-17
"176",0.0501002004008021,1963-09-18
"177",0.0501002004008021,1963-09-19
"178",0.0501002004008021,1963-09-20
"179",0.0501002004008021,1963-09-23
"180",0.0501002004008021,1963-09-24
"181",0.0477147162230041,1963-09-25
"182",0.0477147162230041,1963-09-26
"183",0.0453172205438072,1963-09-27
"184",0.0429076224129233,1963-09-30
"185",0.0404858299595147,1963-10-01
"186",0.0404858299595147,1963-10-02
"187",0.0404858299595146,1963-10-03
"188",0.0404858299595147,1963-10-04
"189",0.0404858299595146,1963-10-07
"190",0.0404858299595147,1963-10-08
"191",0.0404858299595147,1963-10-09
"192",0.0404858299595146,1963-10-10
"193",0.0404858299595146,1963-10-11
"194",0.0404858299595146,1963-10-14
"195",0.0380517503805179,1963-10-15
"196",0.0380517503805179,1963-10-16
"197",0.0380517503805179,1963-10-17
"198",0.0380517503805179,1963-10-18
"199",0.0380517503805179,1963-10-21
"200",0.0380517503805178,1963-10-22
"201",0.038051750380518,1963-10-23
"202",0.0380517503805178,1963-10-24
"203",0.0380517503805179,1963-10-25
"204",0.0380517503805179,1963-10-28
"205",0.0380517503805179,1963-10-29
"206",0.0380517503805176,1963-10-30
"207",0.0380517503805176,1963-10-31
"208",0.0380517503805176,1963-11-01
